ID,neg,neu,pos,compound,GPE
9370,0.0,0.762,0.238,0.3612,U.S.
5879,0.0,0.762,0.238,0.3612,America
6523,0.0,0.762,0.238,0.3612,America
8318,0.0,0.762,0.238,0.3612,US
8377,0.0,0.762,0.238,0.3612,Philadelphia
9214,0.0,0.762,0.238,0.3612,Italy
8512,0.0,0.762,0.238,0.3612,Moscow
6530,0.0,0.762,0.238,0.3612,Syria
7893,0.0,0.762,0.238,0.3612,Broward County
7893,0.0,0.762,0.238,0.3612,Florida
8388,0.0,0.762,0.238,0.3612,U.S.
8388,0.0,0.762,0.238,0.3612,America
5642,0.0,0.762,0.238,0.3612,Larium
7066,0.0,0.762,0.238,0.3612,Russia
5866,0.0,0.762,0.238,0.3612,Pakistan
5866,0.0,0.762,0.238,0.3612,Islamabad
5811,0.0,0.762,0.238,0.3612,Fill City
5811,0.0,0.762,0.238,0.3612,Orlando
7973,0.0,0.762,0.238,0.3612,China
6075,0.0,0.762,0.238,0.3612,America
9990,0.0,0.762,0.238,0.3612,Israel
9990,0.0,0.762,0.238,0.3612,Tel Aviv
8480,0.0,0.762,0.238,0.3612,Washington
8480,0.0,0.762,0.238,0.3612,Syria
9172,0.0,0.762,0.238,0.3612,Russia
9172,0.0,0.762,0.238,0.3612,Turkey
10397,0.0,0.762,0.238,0.3612,Russia
7094,0.0,0.762,0.238,0.3612,US
6243,0.0,0.762,0.238,0.3612,ILLUMINATI
8642,0.0,0.762,0.238,0.3612,America
6894,0.0,0.762,0.238,0.3612,Arkansas
6379,0.0,0.762,0.238,0.3612,Syria
7865,0.0,0.762,0.238,0.3612,US
8705,0.0,0.762,0.238,0.3612,Moscow
7148,0.0,0.762,0.238,0.3612,America
7522,0.0,0.762,0.238,0.3612,Russia
10398,0.0,0.762,0.238,0.3612,South Dakota
8143,0.0,0.762,0.238,0.3612,Chicago
7999,0.0,0.762,0.238,0.3612,Russia
